case_id,prefix,second_byte,instruction_bytes,manual_mnemonic,modrm_constraints,initial_registers,initial_flags,initial_memory,current_dispatch_path,current_handler_or_result,expected_ip_advance,expected_registers,expected_flags,memory_and_io_effects,interrupt_or_exception,architectural_prefix_status,evidence_source,confidence,ssts_metadata_form,ssts_empty_prefetch_records,ssts_populated_prefetch_records,hardware_probe_cases
f3-0f-75,f3,0x75,f30f75,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-76,f3,0x76,f30f76,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-77,f3,0x77,f30f77,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-78,f3,0x78,f30f78,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-79,f3,0x79,f30f79,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-7a,f3,0x7a,f30f7a,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-7b,f3,0x7b,f30f7b,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-7c,f3,0x7c,f30f7c,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-7d,f3,0x7d,f30f7d,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-7e,f3,0x7e,f30f7e,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-7f,f3,0x7f,f30f7f,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-80,f3,0x80,f30f80,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-81,f3,0x81,f30f81,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-82,f3,0x82,f30f82,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-83,f3,0x83,f30f83,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-84,f3,0x84,f30f84,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-85,f3,0x85,f30f85,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-86,f3,0x86,f30f86,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-87,f3,0x87,f30f87,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-88,f3,0x88,f30f88,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-89,f3,0x89,f30f89,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-8a,f3,0x8a,f30f8a,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-8b,f3,0x8b,f30f8b,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-8c,f3,0x8c,f30f8c,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-8d,f3,0x8d,f30f8d,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-8e,f3,0x8e,f30f8e,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-8f,f3,0x8f,f30f8f,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-90,f3,0x90,f30f90,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-91,f3,0x91,f30f91,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-92,f3,0x92,f30f92,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-93,f3,0x93,f30f93,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-94,f3,0x94,f30f94,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-95,f3,0x95,f30f95,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-96,f3,0x96,f30f96,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-97,f3,0x97,f30f97,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-98,f3,0x98,f30f98,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-99,f3,0x99,f30f99,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-9a,f3,0x9a,f30f9a,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-9b,f3,0x9b,f30f9b,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-9c,f3,0x9c,f30f9c,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-9d,f3,0x9d,f30f9d,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-9e,f3,0x9e,f30f9e,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
f3-0f-9f,f3,0x9f,f30f9f,undefined Group3 code,no following operand consumed before current INT 6,case-specific; probe defaults AX=0011 CX=0001,case-specific; probe default FLAGS=0002 before TF,case-specific; probe guard initialized to 5aa5,v30op[0xf3] -> v30_repe -> v30op_repe[0x0f] -> i286c_cts,INT 6 from i286c_cts,3 before INT 6 restart address handling,unchanged before exception entry,exception-entry effects only,interrupt stack/vector effects only,INT 6,"unresolved: candidate outcomes A, B, C, or D",M42 graph/provenance; i286c/v30patch.c; i286c/i286c_0f.c; NEC manuals do not define uPD9002 REP+0F,high for current VAEG path; unresolved for uPD9002/V52,,0,0,
